week,amount
231,7.1377075979399605
232,7.423699778917975
233,7.196349435358886
234,5.612872599296359
235,7.082439411424658
236,7.579357014420809
237,7.288264906619863
238,7.189816584477958
239,7.3377373745033765
240,7.328411088597533
241,7.242447360638716
242,7.230968574473573
243,7.0806576138596
244,7.120517126415211
245,7.45539680357983
246,7.170780863191054
247,7.090959779200133
248,7.3006213515137865
249,7.338634690418766
250,7.192452902392958
252,7.65858157112876
253,7.282630586886295
254,7.506349992600848
255,7.613073095968784
256,7.655087568600162
257,7.7911508491520225
258,7.967068718111064
259,7.68823086960475
260,7.503410902262951
261,7.11993494597135
262,7.499450960380972
263,7.26887134651611
264,7.169565543866347
265,6.760472626832698
266,7.31394678986258
267,7.254397058637108
268,7.218697230835013
269,7.231923560004328
270,7.3720111715917245
271,7.498886345134646
272,6.829198966076362
273,7.710917625487917
274,8.461786184144499
275,8.37295785833186
276,8.210917999918184
277,7.943640737741942
278,8.048571007535312
279,7.9989064694186265
280,7.991186245654583
281,7.813332829106353
282,7.850571089795647
283,7.84225914027565
284,7.898203124659687
285,7.7515269295927824
286,7.067464765688727
287,5.93513226251751
288,7.815033520093595
289,7.748136416755942
290,7.716986274562664
291,7.743781278537108
292,7.751518327849209
293,7.67031191091425
294,7.786256912453418
295,8.063525796304994
296,7.867224267210032
297,7.83407554649347
298,7.729832030006292
299,7.533324657800082
300,8.040566075230158
301,8.266079600109093
302,8.019734497520458
303,8.010913884140981
304,7.8752256987908735
305,7.535077778321781
306,7.252833237075206
307,8.115963102939563
308,8.091823290793204
309,8.143563902827491
310,8.122920217062186
311,7.891502769792907
312,7.785704271292519
313,7.562468237023943
314,7.979893535941293
315,7.840379883876447
316,7.880225946142198
317,7.016699365971316
318,7.921626339195156
319,7.907401379451068
320,8.10475482656887
321,8.096753522120839
322,8.058184891377103
323,7.881559917056899
324,7.937538968384161
325,7.904984317361442
326,7.908802514194721
327,8.1757896157046
328,7.951443127220737
329,8.154879522563997
330,7.9760595514846955
331,8.050748023330978
332,8.168103690835093
333,7.960997049819691
334,8.235845679868891
335,8.19679231584173
336,8.319417634326967
337,7.522043217962874
338,7.891143754388787
339,6.5023851663617585
340,8.108845933902835
341,7.996751480931284
342,7.919905130874455
343,7.898503921774302
344,7.916596021259015
345,7.952048648039935
346,7.664782951726082
347,7.693741406546195
348,8.018714364617278
349,8.127717567452718
350,7.76087615267213
351,7.793285727124844
352,7.727134149043888
353,7.87458702235001
354,8.050138808863867
355,7.986154656199033
357,7.888360756958098
358,7.828277047384108
359,7.748231352372405
360,7.6204256360308165
361,8.098463496370645
362,8.31331781087627
363,7.786485359038409
364,7.797812912326508
365,7.295640088591211
366,7.991825678374387
367,7.9674257489356295
368,8.101550466627438
369,6.868972869759652
370,7.850610041981843
371,7.825053503165432
372,7.773480872351521
373,7.412033515309732
374,7.938295700480012
375,8.245523566057729
376,7.953574904156383
377,7.901369949100262
378,7.8942360321400535
379,7.990116227064196
380,7.737280421840142
381,7.71951626112798
382,7.7704722233830905
383,7.56265527235858
384,7.753550582524545
385,7.659718387834562
386,7.726243527842906
387,7.66381152884378
388,7.807025988521526
389,7.618904447051197
390,7.633892262367739
392,7.824945606099128
393,7.87941638265696
394,8.063239273726786
395,8.023077181213194
396,7.900810736427484
397,8.028901754954827
398,7.841999871412388
399,8.016664373127615
400,8.028331256861932
401,8.091814109813136
402,7.802675274719848
403,7.5685238854780605
