week,short_balance_ratio
208,0.013420277543754897
209,0.014865417314548341
210,0.016608383765005577
211,0.01693722313324682
212,0.0176405532432622
213,0.01723354399383642
214,0.018928654223661894
215,0.019418303386470954
216,0.019546381606205688
217,0.02561821243442065
218,0.024826788968328566
219,0.027443745857043057
220,0.028959294660344814
221,0.02807326770221329
222,0.03172578433960228
223,0.025384176537833668
224,0.024957718861377622
225,0.021692700448030105
226,0.021535840718334653
227,0.02497288326734106
228,0.025820125009953388
229,0.032898524724506106
230,0.03244671206419975
231,0.03286536594247786
232,0.036822423540602375
233,0.02817834249612653
234,0.031278169390667514
235,0.03498994799831347
236,0.03340408853321904
237,0.036906152784053244
238,0.03507390610478188
239,0.027887414750902718
240,0.02157961979331467
241,0.025697786211866424
242,0.021838176252795896
243,0.019181861121611937
244,0.020602177997721977
245,0.01618972045551722
246,0.01062281494999907
247,0.013175429716825084
248,0.01304808439200886
249,0.012454191591517644
250,0.015171167606918015
251,0.016261229555732327
252,0.018811652135672173
253,0.024504761446031264
254,0.03041042650522811
255,0.02891206731161637
256,0.03362592029165097
257,0.03379372146348248
258,0.03586354895648945
259,0.03290627162853956
260,0.039400998154670186
261,0.03861223588821
262,0.046226693363977577
263,0.0375642209550589
264,0.040810719073101846
265,0.03808571400945754
266,0.03987820235094107
267,0.03727508406404241
268,0.024238093169057257
269,0.02810276719950447
270,0.0379430401427028
271,0.04915367834708643
272,0.04451020449180888
273,0.061263699301261854
274,0.06451155528466852
275,0.0725477417985311
276,0.07775912829789301
277,0.08131848325944464
278,0.10363401604861178
279,0.12562847368606994
280,0.1555851892357372
281,0.12079490601523707
282,0.11644275435574074
283,0.14358984955248974
284,0.14007095688579077
285,0.13421242507922088
286,0.1340239718813973
287,0.146125273236208
288,0.14423828239762826
289,0.13866276456539425
290,0.15106608534024274
291,0.16108187421382714
292,0.14385128509523643
293,0.1484438635949996
294,0.11959375335808457
295,0.12756115719582614
296,0.1418884448134021
297,0.14587704224504128
298,0.15657699420510598
299,0.1691918792950745
300,0.1346431010804942
301,0.1371192121995713
302,0.15917388826801754
303,0.1615099874352804
304,0.1879512834723753
305,0.19020087876697495
306,0.20513267955067538
307,0.2077994976760222
308,0.21312922574549592
309,0.19194596744142572
310,0.18355125741328854
311,0.1694767939372886
312,0.18087492624009133
313,0.18579797339916482
314,0.16194060885282086
315,0.1552320332671385
316,0.15143508747522777
317,0.15309185757055954
318,0.14709584443794238
319,0.15535017399464496
320,0.14171300136753123
321,0.12937179480022976
322,0.13326201360984855
323,0.11315342745828869
324,0.11942353997954072
325,0.12645872683476928
326,0.13016290278269085
327,0.12255318280776022
328,0.10668208306703877
329,0.11803171656516627
330,0.11706541201798751
331,0.13016552485486169
332,0.14527748896916826
333,0.14882692682487128
334,0.1689125814104969
335,0.16233221213904767
336,0.14484586918743564
337,0.1288783422732526
338,0.1316964818970121
339,0.12304187859124752
340,0.1130831508120779
341,0.10723256484180457
342,0.09890036734087412
343,0.10033104941291274
344,0.10657969701380987
345,0.11613294028715518
346,0.09243789179249622
347,0.10263533729459565
348,0.09848766415766735
349,0.11575686392264
350,0.10536524477089226
351,0.11459467924077513
352,0.09233877160742678
353,0.0996877897710314
354,0.08496658499192926
355,0.08267878946313086
356,0.09787179960657469
357,0.09911618772560757
358,0.09587211735221979
359,0.09719139640244596
360,0.10800539068773499
361,0.08720142959721625
362,0.09489890600032092
363,0.09843578712877155
364,0.0991837789886749
365,0.09263144372705878
366,0.0865868198057355
367,0.07121347002977627
368,0.07002444923650622
369,0.08110075165550937
370,0.0778217951159526
371,0.08775367115298202
372,0.09474312813851402
373,0.09981285294752898
374,0.10909039654142838
375,0.09846613893193004
376,0.10808201645596194
377,0.10325856437980038
378,0.10698581427409803
379,0.12534633580134907
380,0.1306797682559127
381,0.13198751110658252
382,0.1578686096471054
383,0.15544385665655208
384,0.14027189194266743
385,0.13450144940109077
386,0.11752092181535992
387,0.10955110954740555
388,0.11596270671279434
389,0.10891027976259322
390,0.12696173285077955
391,0.10932962380303632
392,0.09900734495599098
393,0.11667628919667436
394,0.14300248624134904
395,0.14917445503282714
