week,spread
124,0.24762000000000003
125,0.26062
126,0.24250000000000008
127,0.24514999999999998
128,0.27943999999999997
129,0.30821999999999994
130,0.34434000000000003
131,0.38924000000000014
132,0.38761999999999996
133,0.3351799999999999
134,0.2787
135,0.18522000000000008
136,0.1205000000000001
137,-0.039020000000000096
138,-0.057640000000000045
139,-0.05331999999999999
140,0.18874999999999997
141,0.3851800000000001
142,0.4213
143,0.44639999999999996
144,0.41884
145,0.5456666666666665
146,0.5778
147,0.5825999999999999
148,0.5716599999999998
149,0.56392
150,0.63976
151,0.56326
152,0.5539200000000001
153,0.5956999999999999
154,0.6132200000000001
155,0.7090799999999999
156,0.7765000000000001
157,0.8249666666666666
158,0.8887999999999998
159,0.8173199999999999
160,0.6988599999999999
161,0.6138600000000001
162,0.6355000000000001
163,0.5921000000000001
164,0.42867500000000003
165,0.3850599999999999
166,0.50662
167,0.69842
168,0.6580600000000001
169,0.7298199999999999
170,0.8230999999999999
171,1.07192
172,1.1125800000000001
173,1.03576
174,1.0231799999999998
175,1.05492
176,1.07138
177,1.0535999999999999
178,1.048166666666667
179,1.0433800000000002
180,1.2344199999999999
181,1.15246
182,0.96552
183,0.8341600000000001
184,0.89462
185,0.88534
186,0.9251600000000002
187,0.8634800000000002
188,0.8107999999999997
189,0.7743600000000002
190,0.6555333333333332
191,0.6445333333333334
192,0.7434199999999999
193,0.7312000000000001
194,0.73526
195,0.7919285714285714
196,0.8031999999999998
197,0.91314
198,0.9366199999999999
199,0.952
200,0.9840199999999999
201,0.9096400000000001
202,0.84056
203,0.9641
204,1.0624600000000002
205,1.0074400000000001
206,1.0544166666666668
207,1.0258333333333336
208,0.9776
209,0.82294
210,0.8726200000000002
211,0.8017199999999999
212,0.7506999999999999
213,0.7508799999999999
214,0.7266199999999999
215,0.8238599999999998
216,0.88358
217,0.8972200000000001
218,0.8755400000000002
219,0.8527999999999999
220,0.8384600000000001
221,0.6959799999999999
222,0.5887
223,0.5662
224,0.4949
225,0.511
226,0.5637249999999999
227,0.6115399999999999
228,0.6256666666666667
229,0.6957
230,0.70912
231,0.6875200000000001
232,0.6946
233,0.70274
234,0.66766
235,0.64586
236,0.5791999999999999
237,0.6138599999999999
238,0.6290000000000001
239,0.61916
240,0.6637
241,0.7671000000000002
242,0.96535
243,1.01248
244,0.9203666666666668
245,0.89875
246,1.03736
247,1.12894
248,1.06122
249,0.9576399999999999
250,0.8436599999999999
251,0.8733000000000001
252,0.9494400000000001
253,0.9924800000000001
254,1.11444
255,1.366975
256,1.4307599999999998
257,1.4958166666666666
258,1.510175
259,1.5585499999999999
260,1.56888
261,1.4845400000000002
262,1.31738
263,1.0873399999999998
264,0.83018
265,0.89316
266,0.8252999999999999
267,0.86556
268,0.94032
269,0.9173
270,0.8865599999999999
271,0.8772000000000002
272,0.8132400000000001
273,0.7611800000000001
274,0.64336
275,0.53662
276,0.5525000000000001
277,0.5236599999999999
278,0.54724
279,0.5349833333333334
280,0.5574666666666666
281,0.5966500000000001
282,0.53542
283,0.5043599999999999
284,0.45126
285,0.4142200000000001
286,0.4519399999999999
287,0.44568
288,0.30550000000000016
289,0.40042
290,0.46133999999999986
291,0.5580400000000001
292,0.62244
293,0.6466500000000001
294,0.8401600000000002
295,1.03984
296,1.00552
297,0.8444200000000002
298,0.7573
299,0.8008666666666665
300,0.9360666666666666
301,1.00876
302,0.98662
303,0.9442600000000001
304,0.91382
305,0.8507199999999999
306,0.91734
307,1.0115500000000002
308,0.9668399999999998
309,1.0203666666666666
310,1.11168
311,1.1148
312,1.0933
313,1.0166
314,0.9677199999999999
315,0.9632000000000002
316,0.98892
317,0.9639250000000001
318,0.8916000000000001
319,0.89316
320,0.9168199999999999
321,0.97136
322,1.01154
323,0.9703800000000001
324,0.90108
325,0.8722799999999999
326,0.9026
327,0.8546400000000001
328,0.7920799999999998
329,0.73146
330,0.6118999999999999
331,0.5792999999999999
332,0.5856500000000002
333,0.6970000000000001
334,0.7235600000000001
335,0.7410000000000001
336,0.6873000000000001
337,0.6067400000000002
338,0.6047199999999999
339,0.6144399999999999
340,0.6169399999999998
341,0.5586599999999999
342,0.55988
343,0.4933799999999999
344,0.47172000000000003
345,0.45486000000000015
346,0.6423
347,0.67002
348,0.7112200000000002
349,0.8205428571428571
350,0.9187199999999999
351,0.95638
352,0.82954
353,0.8060400000000001
354,0.81924
355,0.78176
356,0.7473000000000001
357,0.7275499999999999
358,0.7411666666666666
359,0.77762
360,0.8781833333333333
361,0.9279
362,0.9458333333333332
363,0.9252800000000001
364,0.9914799999999999
365,1.01478
366,1.027075
367,0.98436
368,0.9562799999999999
369,1.0006799999999998
370,1.05104
371,1.06448
372,1.1240200000000002
373,1.15562
374,1.0985
375,1.16318
376,1.13284
377,1.02864
378,0.9840199999999999
379,0.95648
380,0.9742000000000001
381,0.9737750000000001
382,0.9324999999999999
383,0.95214
384,1.03814
385,1.0209199999999998
386,0.95534
387,0.9642000000000002
388,0.93058
389,0.7317600000000001
390,0.73854
391,0.79608
392,0.73406
393,0.7061399999999999
394,0.6726599999999999
395,0.6714199999999999
